left,top,width,height,conf,text,name
0,0,1870,2954,-1,,publiclawsresolu1899nort_0073.jp2
200,200,8,71,-1,,publiclawsresolu1899nort_0073.jp2
200,200,8,71,-1,,publiclawsresolu1899nort_0073.jp2
200,200,8,71,-1,,publiclawsresolu1899nort_0073.jp2
200,200,8,71,35,=>,publiclawsresolu1899nort_0073.jp2
464,208,949,98,-1,,publiclawsresolu1899nort_0073.jp2
464,208,949,98,-1,,publiclawsresolu1899nort_0073.jp2
464,208,949,98,-1,,publiclawsresolu1899nort_0073.jp2
464,210,497,96,95,PUBLIC,publiclawsresolu1899nort_0073.jp2
1019,208,394,69,96,LAWS,publiclawsresolu1899nort_0073.jp2
200,343,805,42,-1,,publiclawsresolu1899nort_0073.jp2
200,343,805,42,-1,,publiclawsresolu1899nort_0073.jp2
200,343,805,42,-1,,publiclawsresolu1899nort_0073.jp2
200,343,7,42,29,|,publiclawsresolu1899nort_0073.jp2
844,350,53,26,96,OF,publiclawsresolu1899nort_0073.jp2
917,349,88,29,96,THE,publiclawsresolu1899nort_0073.jp2
200,409,1426,94,-1,,publiclawsresolu1899nort_0073.jp2
200,409,1426,94,-1,,publiclawsresolu1899nort_0073.jp2
200,409,1426,94,-1,,publiclawsresolu1899nort_0073.jp2
200,409,309,94,78,‘State,publiclawsresolu1899nort_0073.jp2
581,430,101,69,96,of,publiclawsresolu1899nort_0073.jp2
744,429,323,69,96,North,publiclawsresolu1899nort_0073.jp2
1142,428,484,69,96,Carolina.,publiclawsresolu1899nort_0073.jp2
200,432,994,232,-1,,publiclawsresolu1899nort_0073.jp2
666,628,528,36,-1,,publiclawsresolu1899nort_0073.jp2
666,628,528,36,-1,,publiclawsresolu1899nort_0073.jp2
666,629,320,35,95,SESSION,publiclawsresolu1899nort_0073.jp2
1034,628,160,34,95,1899,publiclawsresolu1899nort_0073.jp2
785,798,291,34,-1,,publiclawsresolu1899nort_0073.jp2
785,798,291,34,-1,,publiclawsresolu1899nort_0073.jp2
785,798,291,34,-1,,publiclawsresolu1899nort_0073.jp2
785,798,202,34,96,CHAPTER,publiclawsresolu1899nort_0073.jp2
990,798,86,32,93,1,publiclawsresolu1899nort_0073.jp2
334,924,1216,94,-1,,publiclawsresolu1899nort_0073.jp2
334,924,1216,94,-1,,publiclawsresolu1899nort_0073.jp2
334,924,1216,46,-1,,publiclawsresolu1899nort_0073.jp2
334,929,50,34,95,An,publiclawsresolu1899nort_0073.jp2
402,929,61,34,95,act,publiclawsresolu1899nort_0073.jp2
479,929,38,34,96,to,publiclawsresolu1899nort_0073.jp2
536,928,128,42,96,"revise,",publiclawsresolu1899nort_0073.jp2
683,927,223,36,96,consolidate,publiclawsresolu1899nort_0073.jp2
922,927,68,34,96,and,publiclawsresolu1899nort_0073.jp2
1009,926,124,35,96,amend,publiclawsresolu1899nort_0073.jp2
1151,925,60,36,96,the,publiclawsresolu1899nort_0073.jp2
1229,925,156,42,96,insanity,publiclawsresolu1899nort_0073.jp2
1404,925,87,35,96,laws,publiclawsresolu1899nort_0073.jp2
1509,924,41,35,96,of,publiclawsresolu1899nort_0073.jp2
829,984,199,34,-1,,publiclawsresolu1899nort_0073.jp2
829,984,73,34,96,this,publiclawsresolu1899nort_0073.jp2
918,984,110,34,96,state.,publiclawsresolu1899nort_0073.jp2
208,1097,1074,43,-1,,publiclawsresolu1899nort_0073.jp2
208,1097,1074,43,-1,,publiclawsresolu1899nort_0073.jp2
208,1097,1074,43,-1,,publiclawsresolu1899nort_0073.jp2
208,1100,75,34,96,The,publiclawsresolu1899nort_0073.jp2
301,1099,162,34,96,General,publiclawsresolu1899nort_0073.jp2
478,1098,195,42,95,Assembly,publiclawsresolu1899nort_0073.jp2
688,1098,45,42,96,of,publiclawsresolu1899nort_0073.jp2
745,1098,123,33,96,North,publiclawsresolu1899nort_0073.jp2
886,1097,187,33,95,Carolina,publiclawsresolu1899nort_0073.jp2
1088,1097,49,33,89,do,publiclawsresolu1899nort_0073.jp2
1142,1098,140,41,89,enact:,publiclawsresolu1899nort_0073.jp2
200,1166,1466,1584,-1,,publiclawsresolu1899nort_0073.jp2
200,1166,1465,734,-1,,publiclawsresolu1899nort_0073.jp2
209,1166,1453,44,-1,,publiclawsresolu1899nort_0073.jp2
209,1192,6,2,33,_,publiclawsresolu1899nort_0073.jp2
251,1169,170,34,0,SECTION,publiclawsresolu1899nort_0073.jp2
438,1170,30,31,96,1,publiclawsresolu1899nort_0073.jp2
495,1168,99,33,96,That,publiclawsresolu1899nort_0073.jp2
609,1168,69,33,96,the,publiclawsresolu1899nort_0073.jp2
693,1167,168,43,95,hospital,publiclawsresolu1899nort_0073.jp2
876,1167,61,33,95,for,publiclawsresolu1899nort_0073.jp2
960,1167,67,33,96,the,publiclawsresolu1899nort_0073.jp2
1043,1166,149,41,96,"insane,",publiclawsresolu1899nort_0073.jp2
1209,1166,151,34,96,located,publiclawsresolu1899nort_0073.jp2
1377,1177,92,23,93,near,publiclawsresolu1899nort_0073.jp2
1486,1167,176,42,91,Morgan-,publiclawsresolu1899nort_0073.jp2
206,1224,1456,43,-1,,publiclawsresolu1899nort_0073.jp2
206,1227,82,40,96,"ton,",publiclawsresolu1899nort_0073.jp2
306,1226,100,33,96,shall,publiclawsresolu1899nort_0073.jp2
421,1226,47,33,96,be,publiclawsresolu1899nort_0073.jp2
483,1225,78,34,95,and,publiclawsresolu1899nort_0073.jp2
577,1225,147,33,49,remain,publiclawsresolu1899nort_0073.jp2
0,0,1870,2954,49,a,publiclawsresolu1899nort_0073.jp2
736,1224,283,43,96,corporation,publiclawsresolu1899nort_0073.jp2
1034,1224,121,33,96,under,publiclawsresolu1899nort_0073.jp2
1170,1225,80,32,96,this,publiclawsresolu1899nort_0073.jp2
1265,1234,136,23,93,name:,publiclawsresolu1899nort_0073.jp2
1429,1226,22,15,75,‘‘,publiclawsresolu1899nort_0073.jp2
1464,1224,79,33,35,The,publiclawsresolu1899nort_0073.jp2
1554,1224,108,34,35,State,publiclawsresolu1899nort_0073.jp2
207,1281,1457,44,-1,,publiclawsresolu1899nort_0073.jp2
207,1282,179,43,96,Hospital,publiclawsresolu1899nort_0073.jp2
399,1287,41,28,96,at,publiclawsresolu1899nort_0073.jp2
457,1282,268,42,96,Morganton.”,publiclawsresolu1899nort_0073.jp2
770,1282,79,33,93,The,publiclawsresolu1899nort_0073.jp2
866,1281,168,42,96,hospital,publiclawsresolu1899nort_0073.jp2
1056,1281,61,33,96,for,publiclawsresolu1899nort_0073.jp2
1140,1281,68,33,96,the,publiclawsresolu1899nort_0073.jp2
1231,1281,146,39,96,"insane,",publiclawsresolu1899nort_0073.jp2
1395,1281,151,34,96,located,publiclawsresolu1899nort_0073.jp2
1570,1291,94,24,96,near,publiclawsresolu1899nort_0073.jp2
207,1337,1456,45,-1,,publiclawsresolu1899nort_0073.jp2
207,1339,173,43,96,"Raleigh,",publiclawsresolu1899nort_0073.jp2
399,1339,100,33,95,shall,publiclawsresolu1899nort_0073.jp2
515,1339,47,33,96,be,publiclawsresolu1899nort_0073.jp2
581,1338,79,34,95,and,publiclawsresolu1899nort_0073.jp2
675,1339,151,32,96,remain,publiclawsresolu1899nort_0073.jp2
842,1348,23,23,96,a,publiclawsresolu1899nort_0073.jp2
888,1337,243,43,96,corporation,publiclawsresolu1899nort_0073.jp2
1154,1338,124,33,96,under,publiclawsresolu1899nort_0073.jp2
1294,1337,79,34,96,this,publiclawsresolu1899nort_0073.jp2
1389,1348,135,23,93,name:,publiclawsresolu1899nort_0073.jp2
1551,1339,22,15,45,‘‘,publiclawsresolu1899nort_0073.jp2
1585,1338,78,33,45,The,publiclawsresolu1899nort_0073.jp2
207,1394,1457,44,-1,,publiclawsresolu1899nort_0073.jp2
207,1396,109,35,96,State,publiclawsresolu1899nort_0073.jp2
333,1396,179,42,96,Hospital,publiclawsresolu1899nort_0073.jp2
527,1397,42,32,96,at,publiclawsresolu1899nort_0073.jp2
586,1395,198,43,95,Raleigh.”,publiclawsresolu1899nort_0073.jp2
830,1395,78,33,95,The,publiclawsresolu1899nort_0073.jp2
921,1395,167,42,96,hospital,publiclawsresolu1899nort_0073.jp2
1100,1395,61,33,94,for,publiclawsresolu1899nort_0073.jp2
1170,1395,68,33,96,the,publiclawsresolu1899nort_0073.jp2
1249,1394,148,40,96,"insane,",publiclawsresolu1899nort_0073.jp2
1410,1395,151,33,95,located,publiclawsresolu1899nort_0073.jp2
1571,1405,93,24,96,near,publiclawsresolu1899nort_0073.jp2
204,1451,1459,43,-1,,publiclawsresolu1899nort_0073.jp2
204,1453,225,39,96,"Goldsboro,",publiclawsresolu1899nort_0073.jp2
447,1453,100,33,95,shall,publiclawsresolu1899nort_0073.jp2
562,1453,46,33,95,be,publiclawsresolu1899nort_0073.jp2
624,1452,78,34,95,and,publiclawsresolu1899nort_0073.jp2
713,1451,149,34,95,remain,publiclawsresolu1899nort_0073.jp2
878,1462,23,23,96,a,publiclawsresolu1899nort_0073.jp2
913,1452,245,42,96,corporation,publiclawsresolu1899nort_0073.jp2
1170,1452,124,33,95,under,publiclawsresolu1899nort_0073.jp2
1303,1451,80,34,96,this,publiclawsresolu1899nort_0073.jp2
1395,1462,135,24,93,name:,publiclawsresolu1899nort_0073.jp2
1558,1452,105,34,89,‘‘The,publiclawsresolu1899nort_0073.jp2
200,1509,1463,43,-1,,publiclawsresolu1899nort_0073.jp2
200,1510,116,34,57,State,publiclawsresolu1899nort_0073.jp2
333,1509,180,43,95,Hospital,publiclawsresolu1899nort_0073.jp2
535,1511,41,31,96,at,publiclawsresolu1899nort_0073.jp2
594,1509,246,33,96,Goldsboro.”,publiclawsresolu1899nort_0073.jp2
885,1509,136,33,91,Under,publiclawsresolu1899nort_0073.jp2
1045,1509,95,33,95,such,publiclawsresolu1899nort_0073.jp2
1163,1519,114,23,95,name,publiclawsresolu1899nort_0073.jp2
1300,1509,96,33,96,each,publiclawsresolu1899nort_0073.jp2
1419,1509,244,42,95,corporation,publiclawsresolu1899nort_0073.jp2
200,1559,1461,49,-1,,publiclawsresolu1899nort_0073.jp2
200,1559,42,42,95,lis,publiclawsresolu1899nort_0073.jp2
256,1567,177,33,96,invested,publiclawsresolu1899nort_0073.jp2
453,1566,95,33,96,with,publiclawsresolu1899nort_0073.jp2
564,1566,53,33,96,all,publiclawsresolu1899nort_0073.jp2
632,1566,68,33,96,the,publiclawsresolu1899nort_0073.jp2
716,1567,182,41,96,property,publiclawsresolu1899nort_0073.jp2
914,1576,67,23,96,and,publiclawsresolu1899nort_0073.jp2
978,1565,155,43,96,rights,publiclawsresolu1899nort_0073.jp2
1149,1566,217,33,96,heretofore,publiclawsresolu1899nort_0073.jp2
1382,1566,90,34,96,held,publiclawsresolu1899nort_0073.jp2
1487,1566,51,42,96,by,publiclawsresolu1899nort_0073.jp2
1554,1566,107,41,96,"each,",publiclawsresolu1899nort_0073.jp2
200,1623,1464,47,-1,,publiclawsresolu1899nort_0073.jp2
200,1624,130,46,30,funder,publiclawsresolu1899nort_0073.jp2
347,1624,240,33,96,whatsoever,publiclawsresolu1899nort_0073.jp2
603,1633,92,23,95,name,publiclawsresolu1899nort_0073.jp2
697,1623,160,33,96,called,publiclawsresolu1899nort_0073.jp2
873,1633,42,23,96,or,publiclawsresolu1899nort_0073.jp2
939,1623,281,42,96,"incorporated,",publiclawsresolu1899nort_0073.jp2
1237,1623,79,33,96,and,publiclawsresolu1899nort_0073.jp2
1333,1623,51,34,96,all,publiclawsresolu1899nort_0073.jp2
1408,1624,111,33,93,other,publiclawsresolu1899nort_0073.jp2
1534,1633,130,33,92,corpo-,publiclawsresolu1899nort_0073.jp2
200,1679,1464,51,-1,,publiclawsresolu1899nort_0073.jp2
200,1681,92,49,25,rate,publiclawsresolu1899nort_0073.jp2
307,1691,134,23,96,names,publiclawsresolu1899nort_0073.jp2
465,1690,65,24,95,are,publiclawsresolu1899nort_0073.jp2
546,1680,142,42,95,hereby,publiclawsresolu1899nort_0073.jp2
705,1679,210,34,95,abolished.,publiclawsresolu1899nort_0073.jp2
963,1680,207,33,91,Hereafter,publiclawsresolu1899nort_0073.jp2
1194,1680,41,32,96,in,publiclawsresolu1899nort_0073.jp2
1260,1680,80,33,96,this,publiclawsresolu1899nort_0073.jp2
1365,1683,76,36,96,"act,",publiclawsresolu1899nort_0073.jp2
1460,1681,114,33,96,when,publiclawsresolu1899nort_0073.jp2
1597,1680,67,34,96,the,publiclawsresolu1899nort_0073.jp2
200,1737,1465,43,-1,,publiclawsresolu1899nort_0073.jp2
200,1738,129,34,85,jabove,publiclawsresolu1899nort_0073.jp2
345,1747,135,23,96,names,publiclawsresolu1899nort_0073.jp2
503,1747,65,23,96,are,publiclawsresolu1899nort_0073.jp2
592,1737,105,39,96,"used,",publiclawsresolu1899nort_0073.jp2
716,1737,94,42,96,they,publiclawsresolu1899nort_0073.jp2
827,1737,100,33,96,shall,publiclawsresolu1899nort_0073.jp2
953,1737,46,33,96,be,publiclawsresolu1899nort_0073.jp2
1016,1737,160,33,95,deemed,publiclawsresolu1899nort_0073.jp2
1198,1739,42,41,96,to,publiclawsresolu1899nort_0073.jp2
1263,1738,120,33,96,relate,publiclawsresolu1899nort_0073.jp2
1408,1737,99,34,96,back,publiclawsresolu1899nort_0073.jp2
1523,1739,42,32,95,to,publiclawsresolu1899nort_0073.jp2
1587,1737,78,33,96,and,publiclawsresolu1899nort_0073.jp2
200,1782,1465,60,-1,,publiclawsresolu1899nort_0073.jp2
200,1782,165,60,77,‘include,publiclawsresolu1899nort_0073.jp2
381,1795,68,32,96,the,publiclawsresolu1899nort_0073.jp2
465,1784,256,52,95,"corporation,",publiclawsresolu1899nort_0073.jp2
739,1794,124,33,96,under,publiclawsresolu1899nort_0073.jp2
875,1794,240,33,96,whatsoever,publiclawsresolu1899nort_0073.jp2
1131,1804,91,23,96,name,publiclawsresolu1899nort_0073.jp2
1226,1794,68,33,95,it,publiclawsresolu1899nort_0073.jp2
1311,1794,126,43,95,might,publiclawsresolu1899nort_0073.jp2
1448,1795,217,33,96,heretofore,publiclawsresolu1899nort_0073.jp2
200,1846,207,54,-1,,publiclawsresolu1899nort_0073.jp2
200,1846,104,54,71,have,publiclawsresolu1899nort_0073.jp2
321,1851,86,33,96,had.,publiclawsresolu1899nort_0073.jp2
200,1904,1465,273,-1,,publiclawsresolu1899nort_0073.jp2
253,1908,1412,43,-1,,publiclawsresolu1899nort_0073.jp2
253,1908,86,33,57,Sec.,publiclawsresolu1899nort_0073.jp2
359,1909,31,31,96,2,publiclawsresolu1899nort_0073.jp2
417,1908,79,33,94,The,publiclawsresolu1899nort_0073.jp2
513,1908,109,33,96,State,publiclawsresolu1899nort_0073.jp2
638,1908,179,42,95,Hospital,publiclawsresolu1899nort_0073.jp2
841,1909,41,32,95,at,publiclawsresolu1899nort_0073.jp2
907,1908,242,42,96,"Morganton,",publiclawsresolu1899nort_0073.jp2
1167,1908,79,33,96,and,publiclawsresolu1899nort_0073.jp2
1269,1908,67,34,96,the,publiclawsresolu1899nort_0073.jp2
1359,1908,110,34,96,State,publiclawsresolu1899nort_0073.jp2
1485,1909,180,42,96,Hospital,publiclawsresolu1899nort_0073.jp2
200,1964,1465,58,-1,,publiclawsresolu1899nort_0073.jp2
200,1967,52,55,50,at,publiclawsresolu1899nort_0073.jp2
267,1965,173,42,96,"Raleigh,",publiclawsresolu1899nort_0073.jp2
457,1964,78,34,96,and,publiclawsresolu1899nort_0073.jp2
557,1965,67,33,96,the,publiclawsresolu1899nort_0073.jp2
648,1965,109,33,96,State,publiclawsresolu1899nort_0073.jp2
781,1964,182,43,96,Hospital,publiclawsresolu1899nort_0073.jp2
983,1966,42,32,96,at,publiclawsresolu1899nort_0073.jp2
1042,1965,223,40,96,"Goldsboro,",publiclawsresolu1899nort_0073.jp2
1282,1976,92,31,96,may,publiclawsresolu1899nort_0073.jp2
1390,1966,96,33,95,each,publiclawsresolu1899nort_0073.jp2
1509,1965,156,43,96,acquire,publiclawsresolu1899nort_0073.jp2
200,2004,1464,91,-1,,publiclawsresolu1899nort_0073.jp2
200,2004,84,91,96,and,publiclawsresolu1899nort_0073.jp2
300,2021,103,41,95,"hold,",publiclawsresolu1899nort_0073.jp2
421,2022,61,32,93,for,publiclawsresolu1899nort_0073.jp2
507,2022,245,42,30,the.purpose,publiclawsresolu1899nort_0073.jp2
775,2022,42,33,95,of,publiclawsresolu1899nort_0073.jp2
839,2021,52,34,95,its,publiclawsresolu1899nort_0073.jp2
907,2021,239,41,96,"institution,",publiclawsresolu1899nort_0073.jp2
1164,2021,81,34,96,real,publiclawsresolu1899nort_0073.jp2
1264,2022,77,33,96,and,publiclawsresolu1899nort_0073.jp2
1364,2023,176,41,93,personal,publiclawsresolu1899nort_0073.jp2
1555,2033,109,32,93,prop-,publiclawsresolu1899nort_0073.jp2
200,2078,1464,73,-1,,publiclawsresolu1899nort_0073.jp2
200,2080,67,71,57,et,publiclawsresolu1899nort_0073.jp2
297,2104,9,15,92,",",publiclawsresolu1899nort_0073.jp2
323,2078,50,43,96,by,publiclawsresolu1899nort_0073.jp2
390,2078,140,40,96,"devise,",publiclawsresolu1899nort_0073.jp2
549,2078,161,43,96,bequest,publiclawsresolu1899nort_0073.jp2
726,2088,43,24,95,or,publiclawsresolu1899nort_0073.jp2
791,2079,52,41,96,by,publiclawsresolu1899nort_0073.jp2
858,2088,78,32,96,any,publiclawsresolu1899nort_0073.jp2
954,2089,161,23,96,manner,publiclawsresolu1899nort_0073.jp2
1136,2079,42,32,96,of,publiclawsresolu1899nort_0073.jp2
1200,2079,88,42,96,"gift,",publiclawsresolu1899nort_0073.jp2
1307,2080,189,41,96,purchase,publiclawsresolu1899nort_0073.jp2
1512,2090,43,23,93,or,publiclawsresolu1899nort_0073.jp2
1577,2090,87,23,93,con-,publiclawsresolu1899nort_0073.jp2
200,2109,445,68,-1,,publiclawsresolu1899nort_0073.jp2
200,2109,178,68,0,eeince,publiclawsresolu1899nort_0073.jp2
394,2136,251,33,96,whatsoever.,publiclawsresolu1899nort_0073.jp2
200,2167,1465,292,-1,,publiclawsresolu1899nort_0073.jp2
251,2167,1414,69,-1,,publiclawsresolu1899nort_0073.jp2
251,2192,86,33,50,Sec.,publiclawsresolu1899nort_0073.jp2
356,2193,32,32,95,3,publiclawsresolu1899nort_0073.jp2
414,2192,79,34,96,The,publiclawsresolu1899nort_0073.jp2
509,2192,110,34,96,State,publiclawsresolu1899nort_0073.jp2
642,2192,180,42,96,Hospital,publiclawsresolu1899nort_0073.jp2
844,2194,42,31,96,at,publiclawsresolu1899nort_0073.jp2
901,2192,243,43,96,"Morganton,",publiclawsresolu1899nort_0073.jp2
1163,2180,77,46,96,and,publiclawsresolu1899nort_0073.jp2
1262,2193,68,34,96,the,publiclawsresolu1899nort_0073.jp2
1353,2167,109,60,96,State,publiclawsresolu1899nort_0073.jp2
1486,2193,179,43,96,Hospital,publiclawsresolu1899nort_0073.jp2
200,2248,1462,52,-1,,publiclawsresolu1899nort_0073.jp2
200,2250,51,50,82,jat,publiclawsresolu1899nort_0073.jp2
260,2248,173,44,96,"Raleigh,",publiclawsresolu1899nort_0073.jp2
447,2249,99,33,96,shall,publiclawsresolu1899nort_0073.jp2
558,2249,45,33,97,be,publiclawsresolu1899nort_0073.jp2
619,2249,238,42,96,exclusively,publiclawsresolu1899nort_0073.jp2
868,2250,61,32,96,for,publiclawsresolu1899nort_0073.jp2
939,2250,67,33,96,the,publiclawsresolu1899nort_0073.jp2
1017,2250,347,41,96,"accommodation,",publiclawsresolu1899nort_0073.jp2
1376,2251,286,41,96,"maintenance,",publiclawsresolu1899nort_0073.jp2
200,2304,1461,45,-1,,publiclawsresolu1899nort_0073.jp2
200,2304,98,35,0,ieare,publiclawsresolu1899nort_0073.jp2
313,2306,77,33,96,and,publiclawsresolu1899nort_0073.jp2
405,2307,215,32,95,treatment,publiclawsresolu1899nort_0073.jp2
637,2306,41,33,96,of,publiclawsresolu1899nort_0073.jp2
700,2306,67,33,96,the,publiclawsresolu1899nort_0073.jp2
783,2306,121,43,96,white,publiclawsresolu1899nort_0073.jp2
920,2306,135,34,96,insane,publiclawsresolu1899nort_0073.jp2
1070,2316,50,23,93,and,publiclawsresolu1899nort_0073.jp2
1125,2307,248,34,92,inebriates,publiclawsresolu1899nort_0073.jp2
1388,2308,42,33,95,of,publiclawsresolu1899nort_0073.jp2
1452,2308,80,33,96,this,publiclawsresolu1899nort_0073.jp2
1548,2310,113,39,96,"state,",publiclawsresolu1899nort_0073.jp2
212,2361,1451,46,-1,,publiclawsresolu1899nort_0073.jp2
212,2361,75,33,95,and,publiclawsresolu1899nort_0073.jp2
301,2363,68,33,95,the,publiclawsresolu1899nort_0073.jp2
385,2362,110,34,96,State,publiclawsresolu1899nort_0073.jp2
512,2362,180,43,96,Hospital,publiclawsresolu1899nort_0073.jp2
714,2365,41,31,96,at,publiclawsresolu1899nort_0073.jp2
773,2362,211,45,95,Goldsboro,publiclawsresolu1899nort_0073.jp2
1000,2363,98,33,96,shall,publiclawsresolu1899nort_0073.jp2
1117,2364,44,33,96,be,publiclawsresolu1899nort_0073.jp2
1184,2364,238,42,96,exclusively,publiclawsresolu1899nort_0073.jp2
1438,2365,61,33,96,for,publiclawsresolu1899nort_0073.jp2
1522,2365,67,33,93,the,publiclawsresolu1899nort_0073.jp2
1604,2375,59,23,89,ac-,publiclawsresolu1899nort_0073.jp2
209,2419,1455,40,-1,,publiclawsresolu1899nort_0073.jp2
209,2419,300,40,91,"commodation,",publiclawsresolu1899nort_0073.jp2
521,2419,285,40,96,"maintenance,",publiclawsresolu1899nort_0073.jp2
819,2430,87,23,95,care,publiclawsresolu1899nort_0073.jp2
918,2420,77,33,95,and,publiclawsresolu1899nort_0073.jp2
1006,2421,212,33,96,treatment,publiclawsresolu1899nort_0073.jp2
1231,2421,41,32,96,of,publiclawsresolu1899nort_0073.jp2
1287,2421,68,33,97,the,publiclawsresolu1899nort_0073.jp2
1368,2421,151,34,96,colored,publiclawsresolu1899nort_0073.jp2
1529,2422,135,33,95,insane,publiclawsresolu1899nort_0073.jp2
235,2475,560,35,-1,,publiclawsresolu1899nort_0073.jp2
235,2475,560,35,-1,,publiclawsresolu1899nort_0073.jp2
213,2475,75,36,93,and,publiclawsresolu1899nort_0073.jp2
302,2476,208,34,89,inebriates,publiclawsresolu1899nort_0073.jp2
526,2476,41,33,96,of,publiclawsresolu1899nort_0073.jp2
588,2476,79,34,96,this,publiclawsresolu1899nort_0073.jp2
683,2478,112,32,96,state.,publiclawsresolu1899nort_0073.jp2
200,2532,1466,218,-1,,publiclawsresolu1899nort_0073.jp2
253,2532,1411,64,-1,,publiclawsresolu1899nort_0073.jp2
253,2532,86,33,95,SEC.,publiclawsresolu1899nort_0073.jp2
358,2532,32,34,88,4,publiclawsresolu1899nort_0073.jp2
406,2532,90,64,23,gihe,publiclawsresolu1899nort_0073.jp2
511,2532,79,35,96,line,publiclawsresolu1899nort_0073.jp2
613,2533,217,34,95,heretofore,publiclawsresolu1899nort_0073.jp2
857,2533,140,43,95,agreed,publiclawsresolu1899nort_0073.jp2
1022,2543,104,33,96,upon,publiclawsresolu1899nort_0073.jp2
1154,2534,52,42,96,by,publiclawsresolu1899nort_0073.jp2
1221,2534,69,34,96,the,publiclawsresolu1899nort_0073.jp2
1317,2535,186,33,96,directors,publiclawsresolu1899nort_0073.jp2
1530,2536,42,33,96,of,publiclawsresolu1899nort_0073.jp2
1597,2536,67,33,96,the,publiclawsresolu1899nort_0073.jp2
200,2572,1462,63,-1,,publiclawsresolu1899nort_0073.jp2
200,2587,119,36,54,\State,publiclawsresolu1899nort_0073.jp2
363,2626,3,4,92,E,publiclawsresolu1899nort_0073.jp2
398,2572,126,60,46,spital,publiclawsresolu1899nort_0073.jp2
549,2592,43,31,96,at,publiclawsresolu1899nort_0073.jp2
618,2590,243,43,96,"Morganton,",publiclawsresolu1899nort_0073.jp2
879,2590,78,33,96,and,publiclawsresolu1899nort_0073.jp2
984,2590,67,34,96,the,publiclawsresolu1899nort_0073.jp2
1082,2590,109,34,96,State,publiclawsresolu1899nort_0073.jp2
1214,2591,181,43,96,Hospital,publiclawsresolu1899nort_0073.jp2
1415,2594,43,31,96,at,publiclawsresolu1899nort_0073.jp2
1489,2592,173,43,96,"Raleigh,",publiclawsresolu1899nort_0073.jp2
200,2629,1465,56,-1,,publiclawsresolu1899nort_0073.jp2
200,2629,109,54,82,‘shall,publiclawsresolu1899nort_0073.jp2
327,2683,2,2,0,bg,publiclawsresolu1899nort_0073.jp2
405,2646,48,33,0,the,publiclawsresolu1899nort_0073.jp2
475,2645,78,35,96,line,publiclawsresolu1899nort_0073.jp2
570,2646,41,33,96,of,publiclawsresolu1899nort_0073.jp2
634,2645,165,35,96,division,publiclawsresolu1899nort_0073.jp2
817,2646,175,34,96,between,publiclawsresolu1899nort_0073.jp2
1016,2647,45,33,95,the,publiclawsresolu1899nort_0073.jp2
1063,2647,251,34,95,territories,publiclawsresolu1899nort_0073.jp2
1330,2648,41,33,96,of,publiclawsresolu1899nort_0073.jp2
1393,2648,67,34,96,the,publiclawsresolu1899nort_0073.jp2
1476,2648,82,34,92,said,publiclawsresolu1899nort_0073.jp2
1581,2649,84,34,92,hos-,publiclawsresolu1899nort_0073.jp2
200,2687,1466,63,-1,,publiclawsresolu1899nort_0073.jp2
200,2687,50,63,81,pi,publiclawsresolu1899nort_0073.jp2
379,2702,53,33,88,nd,publiclawsresolu1899nort_0073.jp2
448,2703,120,33,96,white,publiclawsresolu1899nort_0073.jp2
591,2702,135,35,95,insane,publiclawsresolu1899nort_0073.jp2
750,2713,157,32,96,persons,publiclawsresolu1899nort_0073.jp2
923,2703,78,34,92,and,publiclawsresolu1899nort_0073.jp2
1023,2703,209,35,90,inebriates,publiclawsresolu1899nort_0073.jp2
1257,2705,140,33,96,settled,publiclawsresolu1899nort_0073.jp2
1422,2705,42,32,95,in,publiclawsresolu1899nort_0073.jp2
1491,2706,175,34,96,counties,publiclawsresolu1899nort_0073.jp2
0,0,1882,3013,-1,,publiclawsresolu1899nort_0074.jp2
205,208,1476,2597,-1,,publiclawsresolu1899nort_0074.jp2
210,208,1464,669,-1,,publiclawsresolu1899nort_0074.jp2
214,208,1458,43,-1,,publiclawsresolu1899nort_0074.jp2
214,213,42,31,96,to,publiclawsresolu1899nort_0074.jp2
273,212,95,32,95,west,publiclawsresolu1899nort_0074.jp2
384,210,42,33,95,of,publiclawsresolu1899nort_0074.jp2
441,210,83,34,96,said,publiclawsresolu1899nort_0074.jp2
539,210,78,33,96,line,publiclawsresolu1899nort_0074.jp2
633,209,98,34,95,shall,publiclawsresolu1899nort_0074.jp2
747,209,45,33,96,be,publiclawsresolu1899nort_0074.jp2
808,208,191,34,95,admitted,publiclawsresolu1899nort_0074.jp2
1015,208,92,42,95,only,publiclawsresolu1899nort_0074.jp2
1123,208,85,34,96,into,publiclawsresolu1899nort_0074.jp2
1224,209,67,33,96,the,publiclawsresolu1899nort_0074.jp2
1308,209,111,34,96,State,publiclawsresolu1899nort_0074.jp2
1435,208,181,43,96,Hospital,publiclawsresolu1899nort_0074.jp2
1629,212,43,31,96,at,publiclawsresolu1899nort_0074.jp2
214,264,1458,45,-1,,publiclawsresolu1899nort_0074.jp2
214,267,245,42,96,"Morganton,",publiclawsresolu1899nort_0074.jp2
477,267,78,33,96,and,publiclawsresolu1899nort_0074.jp2
572,266,119,34,96,white,publiclawsresolu1899nort_0074.jp2
707,266,134,33,96,insane,publiclawsresolu1899nort_0074.jp2
858,274,156,33,96,persons,publiclawsresolu1899nort_0074.jp2
1030,265,78,33,92,and,publiclawsresolu1899nort_0074.jp2
