left,top,width,height,conf,text,name
215,953,1454,45,-1,,publiclawsresolu1899nort_0157.jp2
215,956,211,42,94,"purchase,",publiclawsresolu1899nort_0157.jp2
461,955,190,42,78,together,publiclawsresolu1899nort_0157.jp2
666,954,127,44,45,#NAME?,publiclawsresolu1899nort_0157.jp2
824,954,55,33,94,all,publiclawsresolu1899nort_0157.jp2
918,953,119,34,95,other,publiclawsresolu1899nort_0157.jp2
1075,953,113,34,96,taxes,publiclawsresolu1899nort_0157.jp2
1227,953,295,41,95,subsequently,publiclawsresolu1899nort_0157.jp2
1560,953,109,42,95,"paid,",publiclawsresolu1899nort_0157.jp2
215,1010,1454,44,-1,,publiclawsresolu1899nort_0157.jp2
215,1013,185,34,96,whether,publiclawsresolu1899nort_0157.jp2
416,1013,62,33,96,for,publiclawsresolu1899nort_0157.jp2
495,1023,74,30,96,any,publiclawsresolu1899nort_0157.jp2
565,1022,120,32,95,year,publiclawsresolu1899nort_0157.jp2
684,1022,67,23,95,or,publiclawsresolu1899nort_0157.jp2
761,1021,116,33,96,years,publiclawsresolu1899nort_0157.jp2
887,1011,189,43,95,previous,publiclawsresolu1899nort_0157.jp2
1088,1020,44,24,95,or,publiclawsresolu1899nort_0157.jp2
1143,1011,231,41,96,subsequent,publiclawsresolu1899nort_0157.jp2
1376,1011,77,33,96,to,publiclawsresolu1899nort_0157.jp2
1471,1010,86,33,96,said,publiclawsresolu1899nort_0157.jp2
1577,1010,92,40,96,"sale,",publiclawsresolu1899nort_0157.jp2
214,1067,1458,43,-1,,publiclawsresolu1899nort_0157.jp2
214,1071,83,34,96,and,publiclawsresolu1899nort_0157.jp2
313,1071,168,33,95,interest,publiclawsresolu1899nort_0157.jp2
497,1070,171,34,96,thereon,publiclawsresolu1899nort_0157.jp2
685,1071,43,32,96,at,publiclawsresolu1899nort_0157.jp2
745,1069,72,34,96,the,publiclawsresolu1899nort_0157.jp2
834,1079,109,23,96,same,publiclawsresolu1899nort_0157.jp2
968,1069,87,33,96,rate,publiclawsresolu1899nort_0157.jp2
1071,1068,106,34,96,from,publiclawsresolu1899nort_0157.jp2
1194,1068,72,34,96,the,publiclawsresolu1899nort_0157.jp2
1284,1068,95,33,96,date,publiclawsresolu1899nort_0157.jp2
1396,1068,42,33,96,of,publiclawsresolu1899nort_0157.jp2
1455,1067,101,34,93,such,publiclawsresolu1899nort_0157.jp2
1574,1077,98,33,92,pay-,publiclawsresolu1899nort_0157.jp2
213,1125,1459,44,-1,,publiclawsresolu1899nort_0157.jp2
213,1129,124,38,96,"ment,",publiclawsresolu1899nort_0157.jp2
358,1128,83,33,95,and,publiclawsresolu1899nort_0157.jp2
457,1128,48,33,93,the,publiclawsresolu1899nort_0157.jp2
508,1126,298,43,44,sheriff_shall,publiclawsresolu1899nort_0157.jp2
835,1127,115,33,94,enter,publiclawsresolu1899nort_0157.jp2
966,1136,25,23,94,a,publiclawsresolu1899nort_0157.jp2
1007,1126,311,33,96,memorandum,publiclawsresolu1899nort_0157.jp2
1335,1126,41,33,96,of,publiclawsresolu1899nort_0157.jp2
1401,1125,72,33,93,the,publiclawsresolu1899nort_0157.jp2
1490,1125,182,42,91,redemp-,publiclawsresolu1899nort_0157.jp2
213,1182,1458,44,-1,,publiclawsresolu1899nort_0157.jp2
213,1186,88,33,96,tion,publiclawsresolu1899nort_0157.jp2
317,1186,43,32,96,in,publiclawsresolu1899nort_0157.jp2
376,1185,49,34,96,the,publiclawsresolu1899nort_0157.jp2
428,1185,105,34,96,list,publiclawsresolu1899nort_0157.jp2
550,1186,41,33,95,of,publiclawsresolu1899nort_0157.jp2
608,1185,101,33,95,sales,publiclawsresolu1899nort_0157.jp2
727,1184,82,33,96,and,publiclawsresolu1899nort_0157.jp2
835,1184,91,42,95,give,publiclawsresolu1899nort_0157.jp2
944,1194,24,23,95,a,publiclawsresolu1899nort_0157.jp2
984,1184,153,41,95,receipt,publiclawsresolu1899nort_0157.jp2
1162,1183,181,33,96,therefor,publiclawsresolu1899nort_0157.jp2
1368,1183,43,33,96,to,publiclawsresolu1899nort_0157.jp2
1437,1182,72,34,96,the,publiclawsresolu1899nort_0157.jp2
1525,1192,146,33,96,person,publiclawsresolu1899nort_0157.jp2
212,1240,1459,50,-1,,publiclawsresolu1899nort_0157.jp2
212,1243,233,42,96,redeeming,publiclawsresolu1899nort_0157.jp2
461,1242,72,48,95,the,publiclawsresolu1899nort_0157.jp2
550,1251,119,29,95,"same,",publiclawsresolu1899nort_0157.jp2
692,1242,62,32,96,for,publiclawsresolu1899nort_0157.jp2
772,1241,135,34,96,which,publiclawsresolu1899nort_0157.jp2
934,1241,53,33,96,he,publiclawsresolu1899nort_0157.jp2
1012,1250,96,33,96,may,publiclawsresolu1899nort_0157.jp2
1134,1240,149,43,96,charge,publiclawsresolu1899nort_0157.jp2
1309,1250,25,23,95,a,publiclawsresolu1899nort_0157.jp2
1351,1240,62,33,95,fee,publiclawsresolu1899nort_0157.jp2
1430,1240,42,33,93,of,publiclawsresolu1899nort_0157.jp2
1500,1240,171,42,91,twenty-,publiclawsresolu1899nort_0157.jp2
213,1297,1457,43,-1,,publiclawsresolu1899nort_0157.jp2
213,1300,78,34,96,five,publiclawsresolu1899nort_0157.jp2
308,1301,121,37,95,"cents,",publiclawsresolu1899nort_0157.jp2
452,1300,82,33,95,and,publiclawsresolu1899nort_0157.jp2
551,1299,105,34,95,shall,publiclawsresolu1899nort_0157.jp2
673,1299,98,33,96,hold,publiclawsresolu1899nort_0157.jp2
787,1297,89,35,96,the,publiclawsresolu1899nort_0157.jp2
879,1299,258,41,96,redemption,publiclawsresolu1899nort_0157.jp2
1153,1307,120,24,96,money,publiclawsresolu1899nort_0157.jp2
1277,1297,149,43,96,"paid,",publiclawsresolu1899nort_0157.jp2
1449,1298,161,41,96,subject,publiclawsresolu1899nort_0157.jp2
1626,1298,44,32,96,to,publiclawsresolu1899nort_0157.jp2
211,1354,1460,45,-1,,publiclawsresolu1899nort_0157.jp2
211,1358,73,33,96,the,publiclawsresolu1899nort_0157.jp2
297,1358,116,33,96,order,publiclawsresolu1899nort_0157.jp2
430,1358,42,33,96,of,publiclawsresolu1899nort_0157.jp2
488,1357,72,33,96,the,publiclawsresolu1899nort_0157.jp2
577,1356,230,43,96,"purchaser,",publiclawsresolu1899nort_0157.jp2
828,1356,65,33,96,his,publiclawsresolu1899nort_0157.jp2
906,1357,123,41,96,agent,publiclawsresolu1899nort_0157.jp2
1046,1365,45,24,96,or,publiclawsresolu1899nort_0157.jp2
1108,1356,206,41,96,attorney:,publiclawsresolu1899nort_0157.jp2
1340,1354,214,39,96,"Provided,",publiclawsresolu1899nort_0157.jp2
1575,1354,96,34,96,that,publiclawsresolu1899nort_0157.jp2
211,1412,1458,43,-1,,publiclawsresolu1899nort_0157.jp2
211,1416,165,38,95,"infants,",publiclawsresolu1899nort_0157.jp2
397,1415,133,39,95,"idiots,",publiclawsresolu1899nort_0157.jp2
551,1415,83,33,96,and,publiclawsresolu1899nort_0157.jp2
651,1414,139,33,96,insane,publiclawsresolu1899nort_0157.jp2
819,1423,165,32,96,persons,publiclawsresolu1899nort_0157.jp2
1000,1422,96,32,96,may,publiclawsresolu1899nort_0157.jp2
1113,1414,161,32,96,redeem,publiclawsresolu1899nort_0157.jp2
1291,1422,82,32,96,any,publiclawsresolu1899nort_0157.jp2
1389,1412,99,34,93,land,publiclawsresolu1899nort_0157.jp2
1505,1412,164,42,90,belong-,publiclawsresolu1899nort_0157.jp2
211,1469,1455,46,-1,,publiclawsresolu1899nort_0157.jp2
211,1473,71,42,96,ing,publiclawsresolu1899nort_0157.jp2
297,1474,44,32,96,to,publiclawsresolu1899nort_0157.jp2
358,1472,115,34,95,them,publiclawsresolu1899nort_0157.jp2
489,1473,105,32,95,from,publiclawsresolu1899nort_0157.jp2
611,1471,101,34,96,such,publiclawsresolu1899nort_0157.jp2
729,1471,81,33,95,sale,publiclawsresolu1899nort_0157.jp2
833,1470,141,34,95,within,publiclawsresolu1899nort_0157.jp2
1001,1480,76,24,95,one,publiclawsresolu1899nort_0157.jp2
1103,1480,95,32,95,year,publiclawsresolu1899nort_0157.jp2
1213,1470,118,40,95,(after,publiclawsresolu1899nort_0157.jp2
1351,1469,72,34,96,the,publiclawsresolu1899nort_0157.jp2
1440,1469,226,42,96,expiration,publiclawsresolu1899nort_0157.jp2
210,1527,1459,44,-1,,publiclawsresolu1899nort_0157.jp2
210,1530,43,34,96,of,publiclawsresolu1899nort_0157.jp2
269,1530,101,34,96,such,publiclawsresolu1899nort_0157.jp2
387,1529,211,42,95,disability,publiclawsresolu1899nort_0157.jp2
615,1539,53,24,96,on,publiclawsresolu1899nort_0157.jp2
684,1529,82,33,96,like,publiclawsresolu1899nort_0157.jp2
784,1531,123,31,96,terms,publiclawsresolu1899nort_0157.jp2
925,1538,43,23,96,as,publiclawsresolu1899nort_0157.jp2
993,1528,32,32,96,if,publiclawsresolu1899nort_0157.jp2
1055,1527,73,34,96,the,publiclawsresolu1899nort_0157.jp2
1159,1527,257,42,96,redemption,publiclawsresolu1899nort_0157.jp2
1448,1527,85,33,96,had,publiclawsresolu1899nort_0157.jp2
1564,1527,105,33,95,been,publiclawsresolu1899nort_0157.jp2
209,1584,1460,44,-1,,publiclawsresolu1899nort_0157.jp2
209,1588,120,33,96,made,publiclawsresolu1899nort_0157.jp2
347,1587,146,34,96,within,publiclawsresolu1899nort_0157.jp2
520,1596,76,24,96,one,publiclawsresolu1899nort_0157.jp2
615,1587,107,41,96,year),publiclawsresolu1899nort_0157.jp2
741,1586,105,33,94,from,publiclawsresolu1899nort_0157.jp2
877,1586,72,33,96,the,publiclawsresolu1899nort_0157.jp2
967,1586,95,33,96,date,publiclawsresolu1899nort_0157.jp2
1091,1585,41,33,96,of,publiclawsresolu1899nort_0157.jp2
1164,1585,88,34,95,said,publiclawsresolu1899nort_0157.jp2
1276,1585,82,33,96,sale,publiclawsresolu1899nort_0157.jp2
1376,1585,82,33,96,and,publiclawsresolu1899nort_0157.jp2
1475,1584,100,34,96,from,publiclawsresolu1899nort_0157.jp2
1597,1584,72,34,96,the,publiclawsresolu1899nort_0157.jp2
210,1642,1459,43,-1,,publiclawsresolu1899nort_0157.jp2
210,1646,96,33,96,date,publiclawsresolu1899nort_0157.jp2
322,1645,42,34,96,of,publiclawsresolu1899nort_0157.jp2
381,1644,100,34,96,each,publiclawsresolu1899nort_0157.jp2
499,1644,251,41,96,subsequent,publiclawsresolu1899nort_0157.jp2
766,1644,198,41,95,payment,publiclawsresolu1899nort_0157.jp2
981,1643,41,33,96,of,publiclawsresolu1899nort_0157.jp2
1048,1643,113,33,96,taxes,publiclawsresolu1899nort_0157.jp2
1178,1642,170,34,96,thereon,publiclawsresolu1899nort_0157.jp2
1373,1642,44,33,96,at,publiclawsresolu1899nort_0157.jp2
1434,1642,72,33,96,the,publiclawsresolu1899nort_0157.jp2
1522,1642,88,33,96,rate,publiclawsresolu1899nort_0157.jp2
1627,1643,42,32,96,of,publiclawsresolu1899nort_0157.jp2
208,1700,1461,44,-1,,publiclawsresolu1899nort_0157.jp2
208,1703,157,41,96,twenty,publiclawsresolu1899nort_0157.jp2
382,1712,72,32,93,per,publiclawsresolu1899nort_0157.jp2
470,1702,165,33,90,centum,publiclawsresolu1899nort_0157.jp2
652,1711,71,32,96,per,publiclawsresolu1899nort_0157.jp2
740,1710,155,24,95,annum,publiclawsresolu1899nort_0157.jp2
912,1710,53,24,93,on,publiclawsresolu1899nort_0157.jp2
981,1700,236,34,89,theseveral,publiclawsresolu1899nort_0157.jp2
1229,1700,192,33,95,amounts,publiclawsresolu1899nort_0157.jp2
1438,1709,42,24,95,so,publiclawsresolu1899nort_0157.jp2
1499,1700,96,41,95,paid,publiclawsresolu1899nort_0157.jp2
1612,1700,57,41,96,by,publiclawsresolu1899nort_0157.jp2
207,1757,1461,45,-1,,publiclawsresolu1899nort_0157.jp2
207,1760,73,34,95,the,publiclawsresolu1899nort_0157.jp2
297,1759,221,43,95,purchaser,publiclawsresolu1899nort_0157.jp2
548,1759,108,33,95,until,publiclawsresolu1899nort_0157.jp2
687,1758,266,42,95,redemption.,publiclawsresolu1899nort_0157.jp2
1005,1757,94,43,96,Any,publiclawsresolu1899nort_0157.jp2
1123,1757,257,42,96,redemption,publiclawsresolu1899nort_0157.jp2
1412,1757,120,33,96,made,publiclawsresolu1899nort_0157.jp2
1564,1757,104,33,96,shall,publiclawsresolu1899nort_0157.jp2
207,1812,1460,45,-1,,publiclawsresolu1899nort_0157.jp2
207,1818,116,33,96,inure,publiclawsresolu1899nort_0157.jp2
340,1818,44,33,96,to,publiclawsresolu1899nort_0157.jp2
400,1817,72,33,96,the,publiclawsresolu1899nort_0157.jp2
491,1816,151,34,96,benefit,publiclawsresolu1899nort_0157.jp2
659,1816,42,34,96,of,publiclawsresolu1899nort_0157.jp2
716,1815,72,34,96,the,publiclawsresolu1899nort_0157.jp2
805,1825,147,32,96,person,publiclawsresolu1899nort_0157.jp2
968,1815,156,42,96,having,publiclawsresolu1899nort_0157.jp2
1151,1814,73,34,96,the,publiclawsresolu1899nort_0157.jp2
1252,1814,106,42,96,legal,publiclawsresolu1899nort_0157.jp2
1386,1824,45,24,95,or,publiclawsresolu1899nort_0157.jp2
1446,1812,221,44,0,{equitable,publiclawsresolu1899nort_0157.jp2
207,1871,1457,46,-1,,publiclawsresolu1899nort_0157.jp2
207,1875,92,33,95,title,publiclawsresolu1899nort_0157.jp2
315,1875,44,33,96,to,publiclawsresolu1899nort_0157.jp2
376,1875,71,33,96,the,publiclawsresolu1899nort_0157.jp2
464,1874,194,43,96,property,publiclawsresolu1899nort_0157.jp2
674,1873,223,39,96,"redeemed,",publiclawsresolu1899nort_0157.jp2
919,1873,161,42,96,subject,publiclawsresolu1899nort_0157.jp2
1096,1873,44,33,96,to,publiclawsresolu1899nort_0157.jp2
1156,1872,72,34,96,the,publiclawsresolu1899nort_0157.jp2
1245,1872,112,43,95,right,publiclawsresolu1899nort_0157.jp2
1374,1872,42,33,96,of,publiclawsresolu1899nort_0157.jp2
1432,1871,72,34,96,the,publiclawsresolu1899nort_0157.jp2
1521,1882,143,29,96,person,publiclawsresolu1899nort_0157.jp2
208,1929,1338,44,-1,,publiclawsresolu1899nort_0157.jp2
208,1932,171,41,96,making,publiclawsresolu1899nort_0157.jp2
395,1931,72,34,96,the,publiclawsresolu1899nort_0157.jp2
484,1941,110,23,96,same,publiclawsresolu1899nort_0157.jp2
610,1931,43,33,96,to,publiclawsresolu1899nort_0157.jp2
670,1931,51,33,96,be,publiclawsresolu1899nort_0157.jp2
738,1930,252,34,94,reimbursed,publiclawsresolu1899nort_0157.jp2
1009,1930,54,42,96,by,publiclawsresolu1899nort_0157.jp2
1079,1929,72,34,96,the,publiclawsresolu1899nort_0157.jp2
1168,1939,146,32,96,person,publiclawsresolu1899nort_0157.jp2
1332,1929,214,33,96,benefited.,publiclawsresolu1899nort_0157.jp2
209,1986,1463,735,-1,,publiclawsresolu1899nort_0157.jp2
255,1986,1412,45,-1,,publiclawsresolu1899nort_0157.jp2
255,1989,94,34,62,Src.,publiclawsresolu1899nort_0157.jp2
371,1989,51,33,96,60,publiclawsresolu1899nort_0157.jp2
452,1988,38,34,96,If,publiclawsresolu1899nort_0157.jp2
507,1999,82,32,96,any,publiclawsresolu1899nort_0157.jp2
605,1988,200,42,96,purchaser,publiclawsresolu1899nort_0157.jp2
808,1988,76,33,96,of,publiclawsresolu1899nort_0157.jp2
900,1987,84,34,96,real,publiclawsresolu1899nort_0157.jp2
1001,1987,129,33,95,estate,publiclawsresolu1899nort_0157.jp2
1142,1987,87,33,95,sold,publiclawsresolu1899nort_0157.jp2
1246,1987,61,33,95,for,publiclawsresolu1899nort_0157.jp2
1318,1987,113,33,95,taxes,publiclawsresolu1899nort_0157.jp2
1448,1987,131,33,96,under,publiclawsresolu1899nort_0157.jp2
1595,1986,72,34,96,the,publiclawsresolu1899nort_0157.jp2
209,2041,1459,48,-1,,publiclawsresolu1899nort_0157.jp2
209,2041,226,48,96,provisions,publiclawsresolu1899nort_0157.jp2
451,2046,42,34,96,of,publiclawsresolu1899nort_0157.jp2
509,2046,84,33,96,this,publiclawsresolu1899nort_0157.jp2
609,2046,68,33,96,act,publiclawsresolu1899nort_0157.jp2
693,2045,105,34,95,shall,publiclawsresolu1899nort_0157.jp2
826,2044,122,34,95,suffer,publiclawsresolu1899nort_0157.jp2
975,2045,72,33,96,the,publiclawsresolu1899nort_0157.jp2
1075,2054,109,24,96,same,publiclawsresolu1899nort_0157.jp2
1210,2044,44,33,95,to,publiclawsresolu1899nort_0157.jp2
1282,2044,51,34,95,be,publiclawsresolu1899nort_0157.jp2
1361,2044,123,42,95,again,publiclawsresolu1899nort_0157.jp2
1501,2044,87,33,95,sold,publiclawsresolu1899nort_0157.jp2
1605,2044,63,34,96,for,publiclawsresolu1899nort_0157.jp2
209,2101,1459,44,-1,,publiclawsresolu1899nort_0157.jp2
209,2104,113,34,96,taxes,publiclawsresolu1899nort_0157.jp2
339,2104,138,33,96,before,publiclawsresolu1899nort_0157.jp2
494,2103,71,34,96,the,publiclawsresolu1899nort_0157.jp2
590,2103,228,42,96,expiration,publiclawsresolu1899nort_0157.jp2
846,2102,42,34,96,of,publiclawsresolu1899nort_0157.jp2
919,2102,71,33,96,the,publiclawsresolu1899nort_0157.jp2
1022,2102,79,33,95,last,publiclawsresolu1899nort_0157.jp2
1133,2102,82,42,96,day,publiclawsresolu1899nort_0157.jp2
1246,2102,41,33,95,of,publiclawsresolu1899nort_0157.jp2
1319,2101,72,34,95,the,publiclawsresolu1899nort_0157.jp2
1415,2101,154,34,95,annual,publiclawsresolu1899nort_0157.jp2
1586,2102,82,33,95,sale,publiclawsresolu1899nort_0157.jp2
209,2159,1459,44,-1,,publiclawsresolu1899nort_0157.jp2
209,2161,233,39,96,"thereafter,",publiclawsresolu1899nort_0157.jp2
458,2161,100,34,93,such,publiclawsresolu1899nort_0157.jp2
576,2160,221,43,96,purchaser,publiclawsresolu1899nort_0157.jp2
814,2160,104,33,96,shall,publiclawsresolu1899nort_0157.jp2
934,2160,74,33,96,not,publiclawsresolu1899nort_0157.jp2
1025,2160,52,33,95,be,publiclawsresolu1899nort_0157.jp2
1088,2159,173,34,95,entitled,publiclawsresolu1899nort_0157.jp2
1278,2159,43,33,95,to,publiclawsresolu1899nort_0157.jp2
1338,2169,25,23,96,a,publiclawsresolu1899nort_0157.jp2
1380,2159,102,34,95,deed,publiclawsresolu1899nort_0157.jp2
1494,2159,62,33,94,for,publiclawsresolu1899nort_0157.jp2
1567,2159,101,34,94,such,publiclawsresolu1899nort_0157.jp2
209,2216,1460,45,-1,,publiclawsresolu1899nort_0157.jp2
209,2219,84,34,96,real,publiclawsresolu1899nort_0157.jp2
310,2220,194,41,96,property,publiclawsresolu1899nort_0157.jp2
522,2218,107,34,96,until,publiclawsresolu1899nort_0157.jp2
644,2217,73,34,96,the,publiclawsresolu1899nort_0157.jp2
734,2217,231,43,95,expiration,publiclawsresolu1899nort_0157.jp2
981,2217,42,34,95,of,publiclawsresolu1899nort_0157.jp2
1040,2227,22,23,95,a,publiclawsresolu1899nort_0157.jp2
1081,2216,82,34,96,like,publiclawsresolu1899nort_0157.jp2
1181,2217,103,33,96,term,publiclawsresolu1899nort_0157.jp2
1304,2216,104,34,96,from,publiclawsresolu1899nort_0157.jp2
1426,2216,71,34,96,the,publiclawsresolu1899nort_0157.jp2
1515,2217,96,33,96,date,publiclawsresolu1899nort_0157.jp2
1628,2217,41,33,96,of,publiclawsresolu1899nort_0157.jp2
210,2273,1459,45,-1,,publiclawsresolu1899nort_0157.jp2
210,2276,101,34,94,such,publiclawsresolu1899nort_0157.jp2
328,2276,92,38,93,"sale,",publiclawsresolu1899nort_0157.jp2
436,2273,297,45,91,"during,which",publiclawsresolu1899nort_0157.jp2
749,2275,99,33,96,time,publiclawsresolu1899nort_0157.jp2
864,2274,73,34,96,the,publiclawsresolu1899nort_0157.jp2
953,2274,99,34,95,land,publiclawsresolu1899nort_0157.jp2
1065,2274,105,34,95,shall,publiclawsresolu1899nort_0157.jp2
1183,2274,52,33,96,be,publiclawsresolu1899nort_0157.jp2
1248,2274,162,42,96,subject,publiclawsresolu1899nort_0157.jp2
1427,2274,43,33,93,to,publiclawsresolu1899nort_0157.jp2
1487,2274,182,42,90,redemp-,publiclawsresolu1899nort_0157.jp2
213,2331,1451,45,-1,,publiclawsresolu1899nort_0157.jp2
213,2334,85,34,96,tion,publiclawsresolu1899nort_0157.jp2
315,2343,112,33,96,upon,publiclawsresolu1899nort_0157.jp2
444,2333,72,34,96,the,publiclawsresolu1899nort_0157.jp2
533,2334,124,33,96,terms,publiclawsresolu1899nort_0157.jp2
684,2333,80,33,96,and,publiclawsresolu1899nort_0157.jp2
795,2332,230,34,96,conditions,publiclawsresolu1899nort_0157.jp2
1052,2332,233,42,88,prescribed,publiclawsresolu1899nort_0157.jp2
1313,2332,43,32,96,in,publiclawsresolu1899nort_0157.jp2
1383,2331,84,34,96,this,publiclawsresolu1899nort_0157.jp2
1483,2331,181,43,96,"chapter,",publiclawsresolu1899nort_0157.jp2
211,2389,1458,44,-1,,publiclawsresolu1899nort_0157.jp2
211,2391,78,34,95,but,publiclawsresolu1899nort_0157.jp2
305,2391,72,33,95,the,publiclawsresolu1899nort_0157.jp2
394,2400,145,33,96,person,publiclawsresolu1899nort_0157.jp2
555,2390,234,42,96,redeeming,publiclawsresolu1899nort_0157.jp2
814,2389,105,34,95,shall,publiclawsresolu1899nort_0157.jp2
945,2389,97,42,95,only,publiclawsresolu1899nort_0157.jp2
1067,2390,51,33,96,be,publiclawsresolu1899nort_0157.jp2
1144,2389,190,42,96,required,publiclawsresolu1899nort_0157.jp2
1359,2390,44,32,96,to,publiclawsresolu1899nort_0157.jp2
1419,2399,83,32,96,pay,publiclawsresolu1899nort_0157.jp2
1518,2389,63,34,96,for,publiclawsresolu1899nort_0157.jp2
1597,2389,72,33,96,the,publiclawsresolu1899nort_0157.jp2
211,2446,1459,44,-1,,publiclawsresolu1899nort_0157.jp2
211,2458,71,24,96,use,publiclawsresolu1899nort_0157.jp2
298,2449,43,33,95,of,publiclawsresolu1899nort_0157.jp2
357,2448,101,34,95,such,publiclawsresolu1899nort_0157.jp2
475,2447,87,34,95,first,publiclawsresolu1899nort_0157.jp2
577,2447,223,43,95,purchaser,publiclawsresolu1899nort_0157.jp2
812,2446,72,34,96,the,publiclawsresolu1899nort_0157.jp2
898,2447,171,33,96,amount,publiclawsresolu1899nort_0157.jp2
1086,2446,98,43,96,paid,publiclawsresolu1899nort_0157.jp2
1200,2447,58,42,95,by,publiclawsresolu1899nort_0157.jp2
1268,2446,98,39,95,"him,",publiclawsresolu1899nort_0157.jp2
1381,2446,103,34,96,with,publiclawsresolu1899nort_0157.jp2
1501,2447,169,33,96,interest,publiclawsresolu1899nort_0157.jp2
211,2503,1459,44,-1,,publiclawsresolu1899nort_0157.jp2
211,2506,44,34,96,at,publiclawsresolu1899nort_0157.jp2
271,2506,72,34,96,the,publiclawsresolu1899nort_0157.jp2
360,2507,87,32,95,rate,publiclawsresolu1899nort_0157.jp2
464,2506,42,33,96,of,publiclawsresolu1899nort_0157.jp2
521,2506,71,33,96,ten,publiclawsresolu1899nort_0157.jp2
605,2515,73,32,22,per,publiclawsresolu1899nort_0157.jp2
690,2505,166,33,22,centum,publiclawsresolu1899nort_0157.jp2
873,2514,71,32,95,per,publiclawsresolu1899nort_0157.jp2
961,2513,165,24,95,annum.,publiclawsresolu1899nort_0157.jp2
1179,2503,87,34,72,The,publiclawsresolu1899nort_0157.jp2
1284,2504,148,33,94,second,publiclawsresolu1899nort_0157.jp2
1448,2503,222,43,96,purchaser,publiclawsresolu1899nort_0157.jp2
211,2561,1459,43,-1,,publiclawsresolu1899nort_0157.jp2
211,2563,105,34,94,shall,publiclawsresolu1899nort_0157.jp2
346,2564,49,33,96,be,publiclawsresolu1899nort_0157.jp2
412,2562,172,35,96,entitled,publiclawsresolu1899nort_0157.jp2
613,2563,43,33,96,to,publiclawsresolu1899nort_0157.jp2
684,2562,72,34,96,the,publiclawsresolu1899nort_0157.jp2
784,2562,172,33,96,amount,publiclawsresolu1899nort_0157.jp2
983,2561,97,43,96,paid,publiclawsresolu1899nort_0157.jp2
1110,2561,57,43,95,by,publiclawsresolu1899nort_0157.jp2
1182,2561,88,33,96,him,publiclawsresolu1899nort_0157.jp2
1297,2561,102,34,96,with,publiclawsresolu1899nort_0157.jp2
1426,2561,178,37,96,"interest,",publiclawsresolu1899nort_0157.jp2
1626,2570,44,24,96,as,publiclawsresolu1899nort_0157.jp2
212,2618,1460,46,-1,,publiclawsresolu1899nort_0157.jp2
212,2621,198,43,96,provided,publiclawsresolu1899nort_0157.jp2
426,2620,42,34,96,in,publiclawsresolu1899nort_0157.jp2
485,2620,72,34,96,the,publiclawsresolu1899nort_0157.jp2
573,2619,221,43,96,preceding,publiclawsresolu1899nort_0157.jp2
817,2619,164,40,96,"section,",publiclawsresolu1899nort_0157.jp2
1003,2619,83,33,96,and,publiclawsresolu1899nort_0157.jp2
1113,2619,135,33,96,unless,publiclawsresolu1899nort_0157.jp2
1275,2619,99,42,96,paid,publiclawsresolu1899nort_0157.jp2
1403,2619,56,42,96,by,publiclawsresolu1899nort_0157.jp2
1487,2618,71,34,95,the,publiclawsresolu1899nort_0157.jp2
1584,2618,88,34,95,first,publiclawsresolu1899nort_0157.jp2
212,2676,1337,45,-1,,publiclawsresolu1899nort_0157.jp2
212,2678,231,43,95,"purchaser,",publiclawsresolu1899nort_0157.jp2
463,2677,54,34,96,he,publiclawsresolu1899nort_0157.jp2
533,2677,105,34,96,shall,publiclawsresolu1899nort_0157.jp2
655,2677,138,34,96,forfeit,publiclawsresolu1899nort_0157.jp2
808,2676,65,34,96,his,publiclawsresolu1899nort_0157.jp2
889,2676,131,43,96,rights,publiclawsresolu1899nort_0157.jp2
1036,2677,43,33,96,to,publiclawsresolu1899nort_0157.jp2
1096,2686,25,24,96,a,publiclawsresolu1899nort_0157.jp2
1138,2676,102,34,96,deed,publiclawsresolu1899nort_0157.jp2
1258,2676,62,34,96,for,publiclawsresolu1899nort_0157.jp2
1336,2676,88,34,96,said,publiclawsresolu1899nort_0157.jp2
1442,2676,107,34,96,land.,publiclawsresolu1899nort_0157.jp2
214,2733,1461,102,-1,,publiclawsresolu1899nort_0157.jp2
258,2733,1415,45,-1,,publiclawsresolu1899nort_0157.jp2
258,2736,93,35,0,SEc.,publiclawsresolu1899nort_0157.jp2
373,2734,176,44,57,61.7Any,publiclawsresolu1899nort_0157.jp2
564,2744,147,33,95,person,publiclawsresolu1899nort_0157.jp2
727,2734,194,42,93,claiming,publiclawsresolu1899nort_0157.jp2
948,2733,308,43,0,anjundivided,publiclawsresolu1899nort_0157.jp2
1285,2734,93,42,96,part,publiclawsresolu1899nort_0157.jp2
1405,2734,43,33,96,of,publiclawsresolu1899nort_0157.jp2
1477,2743,81,33,96,any,publiclawsresolu1899nort_0157.jp2
1576,2733,97,34,96,land,publiclawsresolu1899nort_0157.jp2
214,2790,1461,45,-1,,publiclawsresolu1899nort_0157.jp2
214,2793,89,34,96,sold,publiclawsresolu1899nort_0157.jp2
320,2794,63,33,96,for,publiclawsresolu1899nort_0157.jp2
399,2794,125,37,95,"taxes,",publiclawsresolu1899nort_0157.jp2
544,2802,97,29,93,may,publiclawsresolu1899nort_0157.jp2
657,2791,251,44,36,redeem‘the,publiclawsresolu1899nort_0157.jp2
933,2801,110,24,96,same,publiclawsresolu1899nort_0157.jp2
1069,2801,53,24,95,on,publiclawsresolu1899nort_0157.jp2
